CODE,ED_NAME,COUNTY,Planning Region,Pop_By_Place_Of_Birth_Ireland_2011,Perc_Pop_By_Place_Of_Birth_Ireland_2011,Perc_Pop_By_Nationality_Ireland_2011,Perc_Pop_By_Nationality_Poland_2011,Perc_Pop_By_Religion_Catholic_2011,Perc_Speakers_Of_Foreign_Languages_Ability_To_Speak_English_Not_At_All_2011
303,018 Clonmethan,Fingal,Eastern and Midlands,703,89.1,89.1,1.52,85.95,6.15
304,019 Donabate,Fingal,Eastern and Midlands,7221,83.28,87.61,1.66,80.49,1.54
305,020 Dubber,Fingal,Eastern and Midlands,3976,62.97,61.7,12.15,74.57,3.58
306,021 Garristown,Fingal,Eastern and Midlands,1247,86.9,90.66,2.09,84.42,4.38
307,022 Hollywood,Fingal,Eastern and Midlands,1156,92.33,95.13,0.16,88.96,0
308,023 Holmpatrick,Fingal,Eastern and Midlands,2954,92.37,95.97,0.47,88.24,1.99
309,024 Howth,Fingal,Eastern and Midlands,6869,85.46,91.63,0.44,77.51,0.36
310,025 Kilsallaghan,Fingal,Eastern and Midlands,1988,91.23,91.28,0.41,88.39,2.92
311,026 Kinsaley,Fingal,Eastern and Midlands,6528,78.42,81.14,5.43,79.54,3.23
312,027 Lucan North,Fingal,Eastern and Midlands,1147,84.96,91.33,1.04,84.76,3.74
313,028 Lusk,Fingal,Eastern and Midlands,7272,82.99,85.47,2.27,82.92,2.27
314,029 Malahide East,Fingal,Eastern and Midlands,5371,80.67,85.94,1.29,78.63,1.62
315,030 Malahide West,Fingal,Eastern and Midlands,5317,86.05,91.57,0.23,82.64,1.82
316,031 Portmarnock North,Fingal,Eastern and Midlands,3603,89.63,94.85,0.2,85.45,0
317,032 Portmarnock South,Fingal,Eastern and Midlands,2935,85.89,90.28,1.96,83.95,2.02
318,033 Rush,Fingal,Eastern and Midlands,7531,82.33,84.72,3.95,84.67,5.27
319,034 Skerries,Fingal,Eastern and Midlands,6998,85,89.98,0.8,81.38,1.7
320,035 Sutton,Fingal,Eastern and Midlands,4771,86.62,91.78,1.03,80.37,1.62
321,036 Swords-Forrest,Fingal,Eastern and Midlands,10515,76.1,78.8,5.17,81.25,3.19
322,037 Swords-Glasmore,Fingal,Eastern and Midlands,6325,82.39,84.75,4.59,85.18,5.07
323,038 Swords-Lissenhall,Fingal,Eastern and Midlands,6906,72.4,74.27,6.97,75.98,3.25
324,039 Swords-Seatown,Fingal,Eastern and Midlands,5152,79.62,83.42,3.28,80.36,2.24
325,040 Swords Village,Fingal,Eastern and Midlands,1684,66.04,65.8,5.06,74.82,3.4
326,041 The Ward,Fingal,Eastern and Midlands,4916,60.19,61.75,9.49,64.97,3.32
327,042 Turnapin,Fingal,Eastern and Midlands,1407,84.56,86.9,2.46,85.32,3.33
217,001 Ballinteer-Broadford,Dun Laoghaire-Rathdown,Eastern and Midlands,2325,88.57,92.3,0.88,83.52,0.94
218,002 Ballinteer-Ludford,Dun Laoghaire-Rathdown,Eastern and Midlands,1779,89.04,92.94,0.4,84.01,0.7
219,003 Ballinteer-Marley,Dun Laoghaire-Rathdown,Eastern and Midlands,2046,88.49,92.47,1.08,78.31,3.11
220,004 Ballinteer-Meadowbroads,Dun Laoghaire-Rathdown,Eastern and Midlands,1304,86.47,91.25,0.73,74.58,0
221,005 Ballinteer-Meadowmount,Dun Laoghaire-Rathdown,Eastern and Midlands,1613,90.57,92.98,0.39,81.19,2.16
222,006 Ballinteer-Woodpark,Dun Laoghaire-Rathdown,Eastern and Midlands,4522,86.17,90.91,1.14,77.49,1.75
223,007 Ballybrack,Dun Laoghaire-Rathdown,Eastern and Midlands,2602,92.07,95.29,0.18,87.02,0
224,008 Blackrock-Booterstown,Dun Laoghaire-Rathdown,Eastern and Midlands,2499,77.68,83.8,1.96,73.23,0.9
225,009 Blackrock-Carysfort,Dun Laoghaire-Rathdown,Eastern and Midlands,4867,80.34,85.01,1.62,74.32,1.69
226,010 Blackrock-Central,Dun Laoghaire-Rathdown,Eastern and Midlands,2887,78.41,85.2,1.41,75.45,0.93
227,011 Blackrock-Glenomena,Dun Laoghaire-Rathdown,Eastern and Midlands,1435,81.12,86.04,0.68,80.17,0.93
228,012 Blackrock-Monkstown,Dun Laoghaire-Rathdown,Eastern and Midlands,2471,81.26,86.65,2.2,73.61,1.18
229,013 Blackrock-Newpark,Dun Laoghaire-Rathdown,Eastern and Midlands,1791,83.61,90.34,0.33,74.31,0.57
230,014 Blackrock-Seapoint,Dun Laoghaire-Rathdown,Eastern and Midlands,1107,79.13,88.92,0.86,66.55,0
231,015 Blackrock-Stradbrook,Dun Laoghaire-Rathdown,Eastern and Midlands,1969,86.32,91.67,1.14,79.64,1.2
232,016 Blackrock-Templehill,Dun Laoghaire-Rathdown,Eastern and Midlands,2163,81.68,87.42,1.06,76.11,1.74
233,017 Blackrock-Williamstown,Dun Laoghaire-Rathdown,Eastern and Midlands,1906,73.68,80.87,0.85,77.84,1.58
234,018 Cabinteely-Granitefield,Dun Laoghaire-Rathdown,Eastern and Midlands,2070,84.77,88.94,2.66,78.27,1.12
235,019 Cabinteely-Kilbogget,Dun Laoghaire-Rathdown,Eastern and Midlands,2489,92.15,95.34,0.26,85.49,2.04
236,020 Cabinteely-Loughlinstown,Dun Laoghaire-Rathdown,Eastern and Midlands,2614,69.47,73.21,7.39,69.99,1.58
237,021 Cabinteely-Pottery,Dun Laoghaire-Rathdown,Eastern and Midlands,4146,86.77,87.65,1.86,79.47,1.35
238,022 Churchtown-Castle,Dun Laoghaire-Rathdown,Eastern and Midlands,1113,87.09,91,0.86,75.91,0.89
239,023 Churchtown-Landscape,Dun Laoghaire-Rathdown,Eastern and Midlands,1119,86.81,91.08,0.62,74.08,2.88
240,024 Churchtown-Nutgrove,Dun Laoghaire-Rathdown,Eastern and Midlands,2636,86.57,89.33,1.38,80.74,1.18
241,025 Churchtown-Orwell,Dun Laoghaire-Rathdown,Eastern and Midlands,1531,87.69,92.21,0.29,73.36,5.31
242,026 Churchtown-Woodlawn,Dun Laoghaire-Rathdown,Eastern and Midlands,1161,85.87,89.79,0.44,71.1,3.1
243,027 Clonskeagh-Belfield,Dun Laoghaire-Rathdown,Eastern and Midlands,1743,74.97,83.35,0.34,70.18,0.59
244,028 Clonskeagh-Farranboley,Dun Laoghaire-Rathdown,Eastern and Midlands,1303,87.63,91.26,0.87,75.75,3.23
245,029 Clonskeagh-Milltown,Dun Laoghaire-Rathdown,Eastern and Midlands,1604,82.64,88.3,0.62,72.41,3.06
246,030 Clonskeagh-Roebuck,Dun Laoghaire-Rathdown,Eastern and Midlands,1961,78.25,84.84,0.92,71.64,2.01
247,031 Clonskeagh-Windy Arbour,Dun Laoghaire-Rathdown,Eastern and Midlands,2019,81.71,86.85,0.89,72.27,2.47
248,032 Dalkey-Avondale,Dun Laoghaire-Rathdown,Eastern and Midlands,1153,87.22,95.54,0.38,74.52,1.52
249,033 Dalkey-Bullock,Dun Laoghaire-Rathdown,Eastern and Midlands,1429,85.26,90.99,0.36,69.9,0.85
250,034 Dalkey-Coliemore,Dun Laoghaire-Rathdown,Eastern and Midlands,1109,82.82,89.32,0.22,70.02,1.8
251,035 Dalkey Hill,Dun Laoghaire-Rathdown,Eastern and Midlands,1129,80.87,87.97,0.43,70.32,0
252,036 Dalkey Upper,Dun Laoghaire-Rathdown,Eastern and Midlands,1786,85.33,93.45,0.38,74.4,2.46
253,037 Dundrum-Balally,Dun Laoghaire-Rathdown,Eastern and Midlands,5032,72.95,76.82,4.86,72.99,1.73
254,038 Dundrum-Kilmacud,Dun Laoghaire-Rathdown,Eastern and Midlands,2456,77.94,83.72,2.57,73.65,1.9
255,039 Dundrum-Sandyford,Dun Laoghaire-Rathdown,Eastern and Midlands,5478,80.05,84.93,3.9,74.05,2.44
256,040 Dundrum-Sweetmount,Dun Laoghaire-Rathdown,Eastern and Midlands,1762,84.92,89.64,1.35,77.84,1.4
257,041 Dundrum-Taney,Dun Laoghaire-Rathdown,Eastern and Midlands,2090,86.47,90.48,0.79,76.24,1.13
258,042 Dœn Laoghaire-East Central,Dun Laoghaire-Rathdown,Eastern and Midlands,1410,67.66,70.92,6.09,59.71,0.85
259,043 Dœn Laoghaire-Glasthule,Dun Laoghaire-Rathdown,Eastern and Midlands,2227,82.27,87.33,1.22,66.12,0.73
260,044 Dœn Laoghaire-Glenageary,Dun Laoghaire-Rathdown,Eastern and Midlands,1519,80.46,85.38,1.96,68.83,0.96
261,045 Dœn Laoghaire-Monkstown Farm,Dun Laoghaire-Rathdown,Eastern and Midlands,1681,80.97,83.67,4.48,77.47,1.8
262,046 Dœn Laoghaire-Mount Town,Dun Laoghaire-Rathdown,Eastern and Midlands,1520,88.12,91.65,2.55,81.08,3.77
263,047 Dœn Laoghaire-Sallynoggin East,Dun Laoghaire-Rathdown,Eastern and Midlands,2496,88.6,94.36,0.57,82.45,0.59
264,048 Dœn Laoghaire-Sallynoggin South,Dun Laoghaire-Rathdown,Eastern and Midlands,1201,89.23,92.79,1.19,86.26,1.05
265,049 Dœn Laoghaire-Sallynoggin West,Dun Laoghaire-Rathdown,Eastern and Midlands,1675,89.62,92.4,2.19,82.91,1.99
266,050 Dœn Laoghaire-Sandycove,Dun Laoghaire-Rathdown,Eastern and Midlands,2977,82.01,89.04,1.24,69.35,0.32
267,051 Dœn Laoghaire-Salthill,Dun Laoghaire-Rathdown,Eastern and Midlands,1126,70.68,76.02,4.33,64.63,2.94
268,052 Dœn Laoghaire-West Central,Dun Laoghaire-Rathdown,Eastern and Midlands,1717,74.01,77.93,4.53,70.99,1.72
269,053 Foxrock-Beechpark,Dun Laoghaire-Rathdown,Eastern and Midlands,1419,86.9,93.94,0.86,80.4,1.74
270,054 Foxrock-Carrickmines,Dun Laoghaire-Rathdown,Eastern and Midlands,5054,84.04,90.56,0.47,78.29,0.92
271,055 Foxrock-Deans Grange,Dun Laoghaire-Rathdown,Eastern and Midlands,2046,85.18,91.72,0.33,82.58,0.91
272,056 Foxrock-Torquay,Dun Laoghaire-Rathdown,Eastern and Midlands,1150,81.21,87.78,0.92,83.04,0.64
273,057 Glencullen,Dun Laoghaire-Rathdown,Eastern and Midlands,13839,80.82,84.48,2.98,76.22,2.06
274,058 Killiney North,Dun Laoghaire-Rathdown,Eastern and Midlands,2716,81.83,88.31,0.72,71.7,1.81
275,059 Killiney South,Dun Laoghaire-Rathdown,Eastern and Midlands,5770,89.78,92.2,1.14,82.97,1.1
276,060 Shankill-Rathmichael,Dun Laoghaire-Rathdown,Eastern and Midlands,4470,84.26,89.05,0.9,76.07,1.44
277,061 Shankill-Rathsallagh,Dun Laoghaire-Rathdown,Eastern and Midlands,2834,88.15,91.66,0.62,79.85,0.71
278,062 Shankill-Shanganagh,Dun Laoghaire-Rathdown,Eastern and Midlands,4372,82.8,87.56,2.97,76.6,1.64
279,063 Stillorgan-Deerpark,Dun Laoghaire-Rathdown,Eastern and Midlands,2398,87.17,93.06,0.29,84.64,0.49
280,064 Stillorgan-Kilmacud,Dun Laoghaire-Rathdown,Eastern and Midlands,3207,84.55,89.9,0.69,80.25,1.07
281,065 Stillorgan-Leopardstown,Dun Laoghaire-Rathdown,Eastern and Midlands,1966,82.19,87.25,1.63,77.36,5.07
282,066 Stillorgan-Merville,Dun Laoghaire-Rathdown,Eastern and Midlands,2282,84.96,89.69,1.12,78.83,0.7
283,067 Stillorgan-Mount Merrion,Dun Laoghaire-Rathdown,Eastern and Midlands,2006,85.33,91.58,0.09,82.34,1.09
284,068 Stillorgan-Priory,Dun Laoghaire-Rathdown,Eastern and Midlands,1730,78.32,86.37,1.18,79.81,1.01
285,069 Tibradden,Dun Laoghaire-Rathdown,Eastern and Midlands,650,84.64,89.06,2.47,81.55,0
377,001 Athy East Urban,Kildare,Eastern and Midlands,2961,76.89,79.33,5.27,82.1,3.98
378,002 Athy West Urban,Kildare,Eastern and Midlands,2500,85.06,87.89,2.01,86.96,1.88
379,003 Naas Urban,Kildare,Eastern and Midlands,15764,76.67,80.16,7.78,85.9,3.58
380,004 Athy Rural,Kildare,Eastern and Midlands,3037,82.96,84.35,5.14,83.11,3.2
381,005 Ballaghmoon,Kildare,Eastern and Midlands,181,93.78,94.3,0,86.01,0
382,006 Ballitore,Kildare,Eastern and Midlands,941,92.07,95.11,1.17,92.01,0
383,007 Ballybrackan,Kildare,Eastern and Midlands,506,92.67,96.7,0,90.51,0
384,008 Ballyshannon,Kildare,Eastern and Midlands,1561,89.2,94.34,0.11,86.3,0
385,009 Belan,Kildare,Eastern and Midlands,246,91.11,94.44,0,82.22,0
386,010 Bert,Kildare,Eastern and Midlands,146,93.59,93.59,0,85.26,0
387,011 Burtown,Kildare,Eastern and Midlands,315,88.48,94.66,0.28,80.33,5
388,012 Carrigeen,Kildare,Eastern and Midlands,550,89,91.42,2.91,87.98,8.33
389,013 Castledermot,Kildare,Eastern and Midlands,1443,89.85,92.03,2.68,88.5,3.17
390,014 Churchtown,Kildare,Eastern and Midlands,483,91.83,93.54,0,92.41,0
391,015 Dunmanoge,Kildare,Eastern and Midlands,440,92.24,94.55,0.42,88.28,0
392,016 Fontstown,Kildare,Eastern and Midlands,382,93.63,94.61,0,87.89,12.5
393,017 Graney,Kildare,Eastern and Midlands,662,90.44,94.54,0.27,88.16,3.57
394,018 Grangemellon,Kildare,Eastern and Midlands,565,94.8,96.64,0,86.96,0
395,019 Harristown,Kildare,Eastern and Midlands,406,90.42,93.32,0.67,91.81,6.25
396,020 Inchaquire,Kildare,Eastern and Midlands,184,89.76,91.22,1.46,86.83,0
397,021 Johnstown,Kildare,Eastern and Midlands,168,93.85,99.44,0,86.59,0
398,022 Kilberry,Kildare,Eastern and Midlands,598,97.55,98.21,0,94.02,0
399,023 Kildangan,Kildare,Eastern and Midlands,637,93.13,94.59,0.88,88.89,0
400,024 Kilkea,Kildare,Eastern and Midlands,358,93.72,95.29,0.52,87.37,0
401,025 Kilrush,Kildare,Eastern and Midlands,602,92.76,94.61,0,88.55,0
402,026 Lackagh,Kildare,Eastern and Midlands,719,91.59,96.05,0.25,87.97,0
403,027 Monasterevin,Kildare,Eastern and Midlands,3920,90.59,91.91,1.55,88.8,0.67
404,028 Moone,Kildare,Eastern and Midlands,425,90.81,94.02,0.21,80.89,0
405,029 Narraghmore,Kildare,Eastern and Midlands,702,90.12,94.99,0.26,85.46,3.7
406,030 Nurney,Kildare,Eastern and Midlands,891,93.4,96.44,0.21,91.24,0
407,031 Quinsborough,Kildare,Eastern and Midlands,133,92.36,95.14,0,89.66,0
408,032 Skerries,Kildare,Eastern and Midlands,593,90.26,93.61,1.52,91.03,2.5
409,033 Balraheen,Kildare,Eastern and Midlands,1978,90.2,95.67,0.18,91.67,2.02
410,034 Celbridge,Kildare,Eastern and Midlands,12490,81.96,86,2.11,81.38,2.4
411,035 Cloncurry,Kildare,Eastern and Midlands,1339,90.23,94.88,1.15,91.97,7.69
412,036 Donadea,Kildare,Eastern and Midlands,690,92.25,95.05,0.67,87.6,0
413,037 Donaghcumper,Kildare,Eastern and Midlands,4636,81.71,85.28,2.68,78.48,1.99
414,038 Kilcock,Kildare,Eastern and Midlands,5005,80.54,83.02,7.55,85.93,4.59
415,039 Leixlip,Kildare,Eastern and Midlands,12859,83.21,86.97,2.13,82.85,1.77
416,040 Maynooth,Kildare,Eastern and Midlands,10232,76.77,82.09,4.58,77.65,1.61
417,041 Straffan,Kildare,Eastern and Midlands,1494,88.56,92.18,1.19,85.23,2.17
418,042 Ballynadrumny,Kildare,Eastern and Midlands,521,89.37,92.11,0.86,88.01,2.5
419,043 Cadamstown,Kildare,Eastern and Midlands,1132,90.06,92.92,1.59,92.02,1.27
420,044 Carbury,Kildare,Eastern and Midlands,1711,92.74,95.18,0.11,89.78,10.53
421,045 Carrick,Kildare,Eastern and Midlands,236,89.06,92.83,1.51,87.55,10
422,046 Cloncurry,Kildare,Eastern and Midlands,354,92.19,95.05,0.52,90.72,0
423,047 Drehid,Kildare,Eastern and Midlands,229,89.11,91.83,0.78,82.17,0
424,048 Dunfierth,Kildare,Eastern and Midlands,699,93.32,95.33,0.13,88.81,3.7
425,049 Killinthomas,Kildare,Eastern and Midlands,306,95.33,99.38,0,95.95,0
426,050 Kilpatrick,Kildare,Eastern and Midlands,805,93.06,96.07,0,95.96,0
427,051 Kilrainy,Kildare,Eastern and Midlands,667,90.5,94.03,0.27,90.27,0
428,052 Lullymore,Kildare,Eastern and Midlands,176,93.12,94.71,0,95.29,0
429,053 Rathangan,Kildare,Eastern and Midlands,2016,89.12,92.13,1.77,90.49,0.65
430,054 Thomastown,Kildare,Eastern and Midlands,792,91.35,95.27,1.15,91.36,0
431,055 Windmill Cross,Kildare,Eastern and Midlands,1001,88.04,90.85,0,93.14,6.52
432,056 Ballymore Eustace,Kildare,Eastern and Midlands,1328,90.28,94.15,1.16,87.73,0
433,057 Ballysax East,Kildare,Eastern and Midlands,1784,93.21,94.88,0.68,90.86,1.16
434,058 Ballysax West,Kildare,Eastern and Midlands,968,90.98,93.33,0.28,88.33,1.96
435,059 Bodenstown,Kildare,Eastern and Midlands,3773,81.67,85.35,4.65,84.58,3.41
436,060 Carnalway,Kildare,Eastern and Midlands,1657,87.21,91.47,1.05,82.55,2.11
437,061 Carragh,Kildare,Eastern and Midlands,1555,90.3,95.01,0.81,92.7,5.56
438,062 Clane,Kildare,Eastern and Midlands,6091,81.42,84.85,4.54,85.59,4.56
439,063 Donore,Kildare,Eastern and Midlands,722,91.39,94.94,0.51,90.16,2.33
440,064 Downings,Kildare,Eastern and Midlands,2534,88.23,92.83,0.21,88.84,0.49
441,065 Droichead Nua (Newbridge) Rural,Kildare,Eastern and Midlands,2261,89.9,94.35,0.8,90.66,0.83
442,066 Droichead Nua (Newbridge) Urban,Kildare,Eastern and Midlands,5884,78.42,80.53,6.56,87.25,3.43
443,067 Dunmurry,Kildare,Eastern and Midlands,396,90.21,94.99,0.68,90.68,0
444,068 Feighcullen,Kildare,Eastern and Midlands,533,91.58,95.53,0.52,91.13,0
445,069 Gilltown,Kildare,Eastern and Midlands,835,89.4,92.72,0.21,85.7,0
446,070 Kilcullen,Kildare,Eastern and Midlands,2848,86.7,89.38,2.77,85.74,2.53
447,071 Kildare,Kildare,Eastern and Midlands,7796,84.12,85.46,3.05,84.6,3.42
448,072 Kill,Kildare,Eastern and Midlands,3937,89.13,92.91,1.7,90.45,1.86
449,073 Killashee,Kildare,Eastern and Midlands,253,86.64,89.73,0.68,80.58,0
450,074 Kilmeage North,Kildare,Eastern and Midlands,1898,91.6,93.63,0.43,92.6,3.7
451,075 Kilmeage South,Kildare,Eastern and Midlands,1787,89.71,92.82,1,87.42,0.78
452,076 Kilteel,Kildare,Eastern and Midlands,521,90.61,96,0.52,86.31,0
453,077 Ladytown,Kildare,Eastern and Midlands,843,89.97,93.38,0.75,88.74,0
454,078 Morristownbiller,Kildare,Eastern and Midlands,11061,80.36,83.04,6.94,86.8,4.02
455,079 Naas Rural,Kildare,Eastern and Midlands,1784,76.14,77.98,11.52,85.34,5.01
456,080 Newtown,Kildare,Eastern and Midlands,710,85.44,88.57,5.05,84.52,3.8
457,081 Oldconnell,Kildare,Eastern and Midlands,833,92.76,94.21,0.33,89.93,2.38
458,082 Oughterard,Kildare,Eastern and Midlands,661,92.06,94.99,0.97,89.26,0
459,083 Pollardstown,Kildare,Eastern and Midlands,265,86.89,91.8,2.3,91.8,0
460,084 Rathernan,Kildare,Eastern and Midlands,555,90.69,94.44,0.98,92.02,3.03
461,085 Rathmore,Kildare,Eastern and Midlands,1012,88.93,93.41,0.62,87.29,0
462,086 Robertstown,Kildare,Eastern and Midlands,1779,93,96.71,0.21,92.98,1.28
463,087 Timahoe North,Kildare,Eastern and Midlands,1027,95,97.04,0.19,90.73,0
464,088 Timahoe South,Kildare,Eastern and Midlands,694,89.9,93.13,0.26,90.67,0
465,089 Usk,Kildare,Eastern and Midlands,463,93.35,95.97,0.81,86.65,0
466,001 Kilkenny No. 1 Urban,Kilkenny,Southern,3998,77.95,81.2,5.4,82.17,1.77
467,002 Kilkenny No. 2 Urban,Kilkenny,Southern,2731,80.94,82.72,5.1,82.57,1.97
468,003 Burnchurch,Kilkenny,Southern,498,93.08,95.14,0.19,86.49,0
469,004 Callan Rural,Kilkenny,Southern,1394,90.28,94.11,0.71,91.46,1.25
470,005 Callan Urban,Kilkenny,Southern,1380,82.44,85.42,3.29,89.07,6.53
471,006 Coolaghmore,Kilkenny,Southern,361,89.36,91.58,0,87.62,0
472,007 Dunamaggan,Kilkenny,Southern,360,91.84,95.92,0,92.89,0
473,008 Earlstown,Kilkenny,Southern,207,94.95,98.17,0,89.59,0
474,009 Kells,Kilkenny,Southern,569,88.91,94.38,0,88.84,0
475,010 Killamery,Kilkenny,Southern,190,89.62,93.4,0,90.65,0
476,011 Kilmaganny,Kilkenny,Southern,594,88.66,92.54,0,89.3,5.56
477,012 Kilmanagh,Kilkenny,Southern,461,93.32,95.34,0,92.14,0
478,013 Mallardstown,Kilkenny,Southern,197,83.83,86.81,0.43,68.02,0
479,014 Scotsborough,Kilkenny,Southern,152,92.68,95.12,0.61,90.96,0
480,015 Tullaghanbrogue,Kilkenny,Southern,442,91.7,94.81,1.87,90.5,0
481,016 Boolyglass,Kilkenny,Southern,116,93.55,94.35,1.61,83.06,0
482,017 Fiddown,Kilkenny,Southern,867,89.38,92.47,1.86,88.58,6.56
483,018 Muckalee,Kilkenny,Southern,175,95.63,97.27,0,95.63,0
484,019 Pilltown,Kilkenny,Southern,1555,87.21,91.19,0.79,90.01,4.81
485,020 Templeorum,Kilkenny,Southern,375,86.81,89.81,0,83.64,0
486,021 Tubbrid,Kilkenny,Southern,376,91.48,93.92,0,91.08,0
487,022 Tullahought,Kilkenny,Southern,175,92.59,96.83,0,91.01,0
488,023 Whitechurch,Kilkenny,Southern,411,90.13,92.54,0.22,90.17,0
489,024 Attanagh,Kilkenny,Southern,370,94.87,98.46,0,96.46,0
490,025 Ballyragget,Kilkenny,Southern,1352,89.12,90.05,0.4,88.84,1.79
491,026 Castlecomer,Kilkenny,Southern,2045,89.89,93.32,1.41,92.02,5.26
492,027 Clogh,Kilkenny,Southern,1184,93.01,95.84,0,91.93,0
493,028 Clogharinka,Kilkenny,Southern,219,92.8,92.37,0,93.25,0
494,029 Kilmacar,Kilkenny,Southern,424,95.07,98.21,0,91.81,16.67
495,030 Moneenroe,Kilkenny,Southern,1212,92.66,94.8,0,82.75,0
496,031 Mothell,Kilkenny,Southern,415,91.41,94.05,0.22,91.41,10
497,032 Muckalee,Kilkenny,Southern,487,94.02,96.33,0,93.69,7.69
498,033 Brownsford,Kilkenny,Southern,129,96.99,99.25,0,91.73,0
499,034 Dysartmoon,Kilkenny,Southern,245,91.76,95.13,0,93.28,60
500,035 Jerpoint West,Kilkenny,Southern,227,87.64,91.51,0,91.12,0
501,036 Listerlin,Kilkenny,Southern,344,92.72,95.15,0,96.5,0
502,037 Rosbercon Rural,Kilkenny,Southern,550,83.33,85.61,8.33,93.36,9.2
503,038 Shanbogh,Kilkenny,Southern,437,95.83,96.71,0.66,96.96,11.11
504,039 The Rower,Kilkenny,Southern,741,93.92,96.45,0.25,91.23,0
505,040 Ballinamara,Kilkenny,Southern,328,90.11,95.6,0,82.79,0
506,041 Ballybeagh,Kilkenny,Southern,250,87.41,91.96,0,91.96,0
507,042 Ballycallan,Kilkenny,Southern,421,92.94,94.26,0,95.14,0
508,043 Clara,Kilkenny,Southern,568,94.67,97.33,0,91.51,0
509,044 Coolcraheen,Kilkenny,Southern,471,91.81,94.93,0,89.83,0
510,045 Dunbell,Kilkenny,Southern,498,95.04,98.66,0,92.94,0
511,046 Dunmore,Kilkenny,Southern,502,90.13,93.72,1.97,84.14,0
512,047 Freshford,Kilkenny,Southern,922,90.57,93.61,0.79,93.24,1.96
513,048 Gowran,Kilkenny,Southern,1322,91.36,94.68,0.21,93.8,1.54
514,049 Grange,Kilkenny,Southern,748,90.45,94.68,0.48,89.68,0
515,050 Kilkenny Rural,Kilkenny,Southern,13690,81.92,84.38,4.94,84.08,3.24
516,051 Kilkieran,Kilkenny,Southern,622,90.67,94.31,1.02,90.41,2.7
517,052 Odagh,Kilkenny,Southern,412,90.75,96.92,0,90.69,0
518,053 Outrath,Kilkenny,Southern,657,92.93,96.61,0,91.75,3.7
519,054 Paulstown,Kilkenny,Southern,847,86.96,90.25,2.57,91.49,2.78
520,055 Rathcoole,Kilkenny,Southern,452,91.5,95.55,0,88.93,0
521,056 Rathealy,Kilkenny,Southern,201,94.37,98.12,0,96.73,0
522,057 St. Canice,Kilkenny,Southern,530,92.5,95.99,0,88.54,0
523,058 Shankill,Kilkenny,Southern,692,92.76,95.04,0.94,92.68,5.41
524,059 Tiscoffin,Kilkenny,Southern,389,86.06,90.04,0.44,84.87,0
525,060 Tullaroan,Kilkenny,Southern,286,94.39,94.72,0,96.39,0
526,061 Aghaviller,Kilkenny,Southern,377,93.55,95.53,0.99,93.8,0
527,062 Ballyhale,Kilkenny,Southern,332,90.46,93.19,1.09,87.5,6.25
528,063 Ballyvool,Kilkenny,Southern,161,93.06,94.8,0,91.95,0
529,064 Bennettsbridge,Kilkenny,Southern,955,91.83,95.87,0.19,92.89,3.85
530,065 Bramblestown,Kilkenny,Southern,232,90.98,95.69,0,94.94,0
531,066 Castlebanny,Kilkenny,Southern,117,92.86,95.24,0,88.98,0
532,067 Castlegannon,Kilkenny,Southern,108,87.1,91.94,0,94.35,0
533,068 Coolhill,Kilkenny,Southern,274,97.16,98.94,0,94.79,10
534,069 Danesfort,Kilkenny,Southern,421,90.34,93.56,0,88.89,0
535,070 Ennisnag,Kilkenny,Southern,470,87.36,91.45,0.19,81.47,0
536,071 Famma,Kilkenny,Southern,273,87.78,91.32,0.64,82.7,0
537,072 Freaghana,Kilkenny,Southern,226,93,96.3,0,93,0
538,073 Goresbridge,Kilkenny,Southern,522,89.54,92.11,1.37,93.89,0
